title,description,unit_type,rental_mode,price,room_price,bed_price,city,district,address,distance_to_university,nearby_universities,num_rooms,num_beds,num_bathrooms,gender_preference,has_internet,has_water,has_electricity,has_gas,has_ac,min_stay_months,max_stay_months,status,landlord_username
Shared Room at Sheikh Zayed,"Rent billed semester. Nearby: Church, Public Transport Station, Mosque, Bakery, Dry Clean / Laundry, Restaurants & Cafes. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",room,,,19000,,Ismailia,Sheikh Zayed,"El Kakola St, 3emara 14 - Ganb Madkhal Ard El Gam3eyat",3.16 km,Suez Canal University,1,3,1,any,False,True,True,True,True,4,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed semester. Nearby: Pharmacy, ATM, Gym, Bakery, Restaurants & Cafes, Supermarket / Grocery. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,32750,,,Ismailia,The Stadium,"3emara 30, El Estad - Wara El Nadi El Egtema3i",3.85 km,Suez Canal University,3,5,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: Hospital / Medical Center, Bakery, Supermarket / Grocery, Dry Clean / Laundry, Mosque, Restaurants & Cafes. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,4800,,,Ismailia,Ard El Gami'at,"3emara 3, Ard El Gami'at - Ganb Sakan El Talebat",3.9 km,Suez Canal University,1,2,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Apartment at El Eshreeni,"Rent billed monthly. Nearby: Gym, Dry Clean / Laundry, Pharmacy, ATM, Supermarket / Grocery, Restaurants & Cafes. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 4 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,9200,,,Ismailia,El Eshreeni,El Eshreeni St x Hoda Shaarawy - Odam Kheir Zaman,1.22 km,Suez Canal University,4,5,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Shared Room at El Sabe'a,"Rent billed semester. Nearby: Bakery, Mosque, ATM, Gym, Hospital / Medical Center, Restaurants & Cafes. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,21350,,Ismailia,El Sabe'a,"3emara 229, El Horreya St - El Marhala El Sab3a",1.18 km,Suez Canal University,1,3,1,any,True,True,True,False,True,4,,available,imported_ismailia_listings
Shared Room at El Mamar,"Rent billed monthly. Nearby: Mosque, Church, Gym, Bakery, Restaurants & Cafes, Pharmacy. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",room,,,3800,,Ismailia,El Mamar,"Bank Misr St, Makkah Tower - Fo2 Cilantro Café",4.83 km,Suez Canal University,1,3,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Studio at El Eshreeni,"Rent billed monthly. Nearby: Public Transport Station, ATM, Gym, Church, Supermarket / Grocery, Mosque. Room breakdown — Room 1 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,4100,,,Ismailia,El Eshreeni,El Eshreeni St x Hoda Shaarawy - Odam Kheir Zaman,2.52 km,Suez Canal University,1,1,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at Shebin,"Rent billed monthly. Nearby: Restaurants & Cafes, Gym, Dry Clean / Laundry, Bakery, Supermarket / Grocery, Public Transport Station. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe | Room 2 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",apartment,whole_apartment,8100,,,Ismailia,Shebin,"3emara 14, Shebin St - Wara Madraset El Technology",1.42 km,Suez Canal University,2,6,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed monthly. Nearby: Church, ATM, Hospital / Medical Center, Restaurants & Cafes, Mosque, Pharmacy. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",apartment,whole_apartment,6650,,,Ismailia,El Khamssa,"3emara 22, El 500 Wahda",1.24 km,Suez Canal University,2,6,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed semester. Nearby: Gym, Mosque, Dry Clean / Laundry, Supermarket / Grocery, Pharmacy, ATM. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,26500,,,Ismailia,El Khamssa,"El 500 Wahda, 3emara 12 - Odam Saydaleyet El Salam",1.04 km,Suez Canal University,3,4,1,any,True,False,True,True,True,4,,available,imported_ismailia_listings
Studio at El Sabe'a,"Rent billed monthly. Nearby: Church, Gym, Public Transport Station, Bakery, Restaurants & Cafes, Mosque. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,5000,,,Ismailia,El Sabe'a,"El Niqabat St, 3emara 8 - Wara Magma3 El Ma7akem",1.38 km,Suez Canal University,1,2,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Studio at Fox,"Rent billed monthly. Nearby: Dry Clean / Laundry, Restaurants & Cafes, Bakery, Church, Mosque, Public Transport Station. Room breakdown — Room 1 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,3150,,,Ismailia,Fox,"El Abraj St, Tower 3 - Ganb El Markaz El Tebbi",4.93 km,Suez Canal University,1,1,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Shared Room at Fox,"Rent billed monthly. Nearby: Pharmacy, Supermarket / Grocery, Dry Clean / Laundry, Mosque, Hospital / Medical Center, Public Transport Station. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",room,,,3700,,Ismailia,Fox,"Fox St, Victoria Tower 1 - Ganb El Hayah Market",4.86 km,Suez Canal University,1,3,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Studio at El Khamssa,"Rent billed monthly. Nearby: Bakery, Mosque, ATM, Supermarket / Grocery, Church, Hospital / Medical Center. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,4350,,,Ismailia,El Khamssa,"3emara 22, El 500 Wahda",1.67 km,Suez Canal University,1,2,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed semester. Nearby: Church, Dry Clean / Laundry, Mosque, Pharmacy, ATM, Supermarket / Grocery. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 2 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 3 (Single): Private Bath, Mirror, Desk, Window / View | Room 4 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,24850,,,Ismailia,El Thalatini,El Thalatini x Tanta St - Odam El Halawanya,4.83 km,Suez Canal University,4,4,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Shared Room at El Sabe'a,"Rent billed monthly. Nearby: Supermarket / Grocery, Gym, Hospital / Medical Center, Bakery, Dry Clean / Laundry, Pharmacy. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,4900,,Ismailia,El Sabe'a,"3emara 55, El Me3maria St - Ganb Nadi El Kahraba",1.04 km,Suez Canal University,1,3,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at Old University,"Rent billed monthly. Nearby: Dry Clean / Laundry, Supermarket / Grocery, Bakery, Mosque, Restaurants & Cafes, Church. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,5250,,,Ismailia,Old University,"Mohamed Ali St, 3emara 10 - Odam Vila El Mohafiz",6.09 km,Suez Canal University,2,5,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed monthly. Nearby: Public Transport Station, Mosque, ATM, Supermarket / Grocery, Pharmacy, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,4900,,,Ismailia,El Thalatini,"3emara 45, Tanta St",4.78 km,Suez Canal University,1,2,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Apartment at Old University,"Rent billed semester. Nearby: Mosque, ATM, Gym, Public Transport Station, Hospital / Medical Center, Church. Room breakdown — Room 1 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 2 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 4 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,24750,,,Ismailia,Old University,"Mohamed Ali St, 3emara 10 - Odam Vila El Mohafiz",6.4 km,Suez Canal University,4,4,1,any,True,False,True,True,False,4,,available,imported_ismailia_listings
Apartment at Sheikh Zayed,"Rent billed monthly. Nearby: Pharmacy, Gym, Dry Clean / Laundry, Bakery, Restaurants & Cafes, Public Transport Station. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 3 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,5550,,,Ismailia,Sheikh Zayed,"El Kakola St, 3emara 14 - Ganb Madkhal Ard El Gam3eyat",3.51 km,Suez Canal University,3,6,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Studio at El Eshreeni,"Rent billed monthly. Nearby: Dry Clean / Laundry, Church, Hospital / Medical Center, Public Transport Station, Bakery, Mosque. Room breakdown — Room 1 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,4700,,,Ismailia,El Eshreeni,"3emara 33, Hoda Shaarawy St - Odam El Forn El Aly",1.95 km,Suez Canal University,1,1,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at Ard El Gami'at,"Rent billed semester. Nearby: Mosque, Supermarket / Grocery, ATM, Pharmacy, Bakery, Church. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 3 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,30050,,,Ismailia,Ard El Gami'at,"3emara 3, Ard El Gami'at - Ganb Sakan El Talebat",4.48 km,Suez Canal University,3,5,1,any,True,False,True,True,True,4,,available,imported_ismailia_listings
Studio at Sheikh Zayed,"Rent billed semester. Nearby: Restaurants & Cafes, Pharmacy, Bakery, Church, ATM, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,22500,,,Ismailia,Sheikh Zayed,"El Qamash St, 3emara 9 - Wara El Share3 El Tegari",3.13 km,Suez Canal University,1,2,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Studio at Hay El Salam,"Rent billed monthly. Nearby: Public Transport Station, Supermarket / Grocery, Church, Pharmacy, Restaurants & Cafes, ATM. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,3800,,,Ismailia,Hay El Salam,"3emara 88, Hay El Salam - Ganb Gam3 El Fath",3.54 km,Suez Canal University,1,2,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Studio at Shebin,"Rent billed monthly. Nearby: Dry Clean / Laundry, Bakery, Supermarket / Grocery, Public Transport Station, Church, Mosque. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe",apartment,whole_apartment,6200,,,Ismailia,Shebin,"3emara 25, Shebin St - Ganb Genenet El Ghabah",2.66 km,Suez Canal University,1,2,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed semester. Nearby: ATM, Hospital / Medical Center, Mosque, Restaurants & Cafes, Dry Clean / Laundry, Supermarket / Grocery. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board | Room 2 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",apartment,whole_apartment,32050,,,Ismailia,El Khamssa,El Komsiuon El Tebbi St - Borj El Ataba - Floor 3,1.17 km,Suez Canal University,2,6,1,any,True,False,True,True,False,4,,available,imported_ismailia_listings
Studio at Sheikh Zayed,"Rent billed monthly. Nearby: Dry Clean / Laundry, Bakery, ATM, Supermarket / Grocery, Church, Gym. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,3050,,,Ismailia,Sheikh Zayed,"3emara 25, El Share3 El Tegari - Odam El Bosta",3.93 km,Suez Canal University,1,1,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Apartment at Ard El Gami'at,"Rent billed semester. Nearby: Restaurants & Cafes, Public Transport Station, ATM, Bakery, Mosque, Gym. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,32300,,,Ismailia,Ard El Gami'at,"El Mostashfa El Takhasosi St, El Rawda Tower - Ganb El Saydaleya",3.71 km,Suez Canal University,2,5,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed semester. Nearby: ATM, Supermarket / Grocery, Gym, Bakery, Restaurants & Cafes, Dry Clean / Laundry. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Single): AC, Wardrobe, Mirror, Window / View | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,24950,,,Ismailia,The Stadium,"3emara 12, Reda St",4.39 km,Suez Canal University,3,4,1,any,True,True,True,False,True,4,,available,imported_ismailia_listings
Apartment at El Eshreeni,"Rent billed monthly. Nearby: Dry Clean / Laundry, Gym, ATM, Public Transport Station, Restaurants & Cafes, Pharmacy. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror | Room 2 (Double): Wardrobe, Fan, Window / View, Mirror | Room 3 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,8500,,,Ismailia,El Eshreeni,"Al-Amal Bldg, El Eshreeni St - Ganb El Bosta",2.89 km,Suez Canal University,3,6,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Shared Room at Hay El Salam,"Rent billed monthly. Nearby: Public Transport Station, ATM, Supermarket / Grocery, Restaurants & Cafes, Dry Clean / Laundry, Church. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,4100,,Ismailia,Hay El Salam,El Daqahlia St x Tanta St - 3emara 15,3.93 km,Suez Canal University,1,3,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Shared Room at Arishiyat Misr,"Rent billed monthly. Nearby: Supermarket / Grocery, Church, Restaurants & Cafes, Mosque, Gym, Hospital / Medical Center. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",room,,,3950,,Ismailia,Arishiyat Misr,"3emara 25, Portsaid St - Ganb Mezla2an El Atr",5.85 km,Suez Canal University,1,3,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Studio at El Eshreeni,"Rent billed semester. Nearby: ATM, Gym, Restaurants & Cafes, Bakery, Dry Clean / Laundry, Hospital / Medical Center. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,22350,,,Ismailia,El Eshreeni,"Al-Amal Bldg, El Eshreeni St - Ganb El Bosta",1.84 km,Suez Canal University,1,1,1,any,True,True,False,True,True,4,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Restaurants & Cafes, Hospital / Medical Center, Church, Mosque, Supermarket / Grocery, Dry Clean / Laundry. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 2 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,4650,,,Ismailia,El Thalatini,"3emara 90, El Thalatini St - Ganb Maw2af El Ferdaws",4.07 km,Suez Canal University,2,4,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at El Mamar,"Rent billed monthly. Nearby: Bakery, ATM, Hospital / Medical Center, Gym, Restaurants & Cafes, Public Transport Station. Room breakdown — Room 1 (Single): Wardrobe, Mirror, Window / View, Desk | Room 2 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View | Room 3 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 4 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,4900,,,Ismailia,El Mamar,"Bank Misr St, Makkah Tower - Fo2 Cilantro Café",5.0 km,Suez Canal University,4,4,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Mamar,"Rent billed semester. Nearby: Gym, Mosque, Bakery, Dry Clean / Laundry, Hospital / Medical Center, Pharmacy. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board | Room 2 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",apartment,whole_apartment,27650,,,Ismailia,El Mamar,"Bank Misr St, Makkah Tower - Fo2 Cilantro Café",4.92 km,Suez Canal University,2,6,1,any,True,False,True,True,False,4,,available,imported_ismailia_listings
Studio at El Sabe'a,"Rent billed monthly. Nearby: Gym, Pharmacy, Dry Clean / Laundry, Mosque, Public Transport Station, Restaurants & Cafes. Room breakdown — Room 1 (Single): Balcony, Mirror, Wardrobe, Private TV",apartment,whole_apartment,4400,,,Ismailia,El Sabe'a,"El Raqaba El Edaria St, 3emara 4 - Odam El Raqaba",1.2 km,Suez Canal University,1,1,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at Ard El Gami'at,"Rent billed semester. Nearby: Church, Hospital / Medical Center, ATM, Supermarket / Grocery, Public Transport Station, Mosque. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,25250,,,Ismailia,Ard El Gami'at,"3emara 3, Ard El Gami'at - Ganb Sakan El Talebat",4.36 km,Suez Canal University,2,4,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
